pod,second,t_remaining,count
toolbox-0-sub-managed-1,48,11,0
toolbox-0-sub-managed-1,49,10,0
toolbox-0-sub-managed-1,50,9,0
toolbox-0-sub-managed-1,51,8,0
toolbox-0-sub-managed-1,52,7,0
toolbox-0-sub-managed-1,53,6,0
toolbox-0-sub-managed-1,54,5,0
toolbox-0-sub-managed-1,55,4,0
toolbox-0-sub-managed-1,56,3,0
toolbox-0-sub-managed-1,57,2,0
toolbox-0-sub-managed-1,58,1,0
toolbox-0-sub-managed-1,59,0,0
toolbox-0-sub-managed-2,0,59,10
toolbox-0-sub-managed-2,1,58,10
toolbox-0-sub-managed-2,2,57,10
toolbox-0-sub-managed-2,3,56,10
toolbox-0-sub-managed-2,4,55,10
toolbox-0-sub-managed-2,5,54,10
toolbox-0-sub-managed-2,6,53,10
toolbox-0-sub-managed-2,7,52,10
toolbox-0-sub-managed-2,8,51,10
toolbox-0-sub-managed-2,9,50,10
toolbox-0-sub-managed-2,10,49,0
toolbox-0-sub-managed-2,11,48,0
toolbox-0-sub-managed-2,12,47,0
toolbox-0-sub-managed-2,13,46,0
toolbox-0-sub-managed-2,14,45,0
toolbox-0-sub-managed-2,15,44,0
toolbox-0-sub-managed-2,16,43,0
toolbox-0-sub-managed-2,17,42,0
toolbox-0-sub-managed-2,18,41,0
toolbox-0-sub-managed-2,19,40,0
toolbox-0-sub-managed-2,20,39,0
toolbox-0-sub-managed-2,21,38,0
toolbox-0-sub-managed-2,22,37,0
toolbox-0-sub-managed-2,23,36,0
toolbox-0-sub-managed-2,24,35,0
toolbox-0-sub-managed-2,25,34,0
toolbox-0-sub-managed-2,26,33,0
toolbox-0-sub-managed-2,27,32,0
toolbox-0-sub-managed-2,28,31,0
toolbox-0-sub-managed-2,29,30,0
toolbox-0-sub-managed-2,30,29,0
toolbox-0-sub-managed-2,31,28,0
toolbox-0-sub-managed-2,32,27,0
toolbox-0-sub-managed-2,33,26,0
toolbox-0-sub-managed-2,34,25,0
toolbox-0-sub-managed-2,35,24,0
toolbox-0-sub-managed-2,36,23,0
toolbox-0-sub-managed-2,37,22,0
toolbox-0-sub-managed-2,38,21,0
toolbox-0-sub-managed-2,39,20,2
toolbox-0-sub-managed-2,40,19,0
toolbox-0-sub-managed-2,41,18,0
toolbox-0-sub-managed-2,42,17,0
toolbox-0-sub-managed-2,43,16,0
toolbox-0-sub-managed-2,44,15,0
toolbox-0-sub-managed-2,45,14,0
toolbox-0-sub-managed-2,46,13,0
toolbox-0-sub-managed-2,47,12,0
toolbox-0-sub-managed-2,48,11,0
toolbox-0-sub-managed-2,49,10,0
toolbox-0-sub-managed-2,50,9,0
toolbox-0-sub-managed-2,51,8,0
toolbox-0-sub-managed-2,52,7,0
toolbox-0-sub-managed-2,53,6,0
toolbox-0-sub-managed-2,54,5,0
toolbox-0-sub-managed-2,55,4,0
toolbox-0-sub-managed-2,56,3,0
toolbox-0-sub-managed-2,57,2,0
toolbox-0-sub-managed-2,58,1,0
toolbox-0-sub-managed-2,59,0,0
toolbox-1-sub-managed-1,0,59,0
toolbox-1-sub-managed-1,1,58,0
toolbox-1-sub-managed-1,2,57,0
toolbox-1-sub-managed-1,3,56,0
toolbox-1-sub-managed-1,4,55,0
toolbox-1-sub-managed-1,5,54,0
toolbox-1-sub-managed-1,6,53,0
toolbox-1-sub-managed-1,7,52,0
toolbox-1-sub-managed-1,8,51,0
toolbox-1-sub-managed-1,9,50,0
toolbox-1-sub-managed-1,10,49,0
toolbox-1-sub-managed-1,11,48,0
toolbox-1-sub-managed-1,12,47,0
toolbox-1-sub-managed-1,13,46,0
toolbox-1-sub-managed-1,14,45,0
toolbox-1-sub-managed-1,15,44,0
toolbox-1-sub-managed-1,16,43,0
toolbox-1-sub-managed-1,17,42,0
toolbox-1-sub-managed-1,18,41,0
toolbox-1-sub-managed-1,19,40,0
toolbox-1-sub-managed-1,20,39,0
toolbox-1-sub-managed-1,21,38,0
toolbox-1-sub-managed-1,22,37,0
toolbox-1-sub-managed-1,23,36,0
toolbox-1-sub-managed-1,24,35,0
toolbox-1-sub-managed-1,25,34,0
toolbox-1-sub-managed-1,26,33,0
toolbox-1-sub-managed-1,27,32,0
toolbox-1-sub-managed-1,28,31,0
toolbox-1-sub-managed-1,29,30,0
toolbox-1-sub-managed-1,30,29,0
toolbox-1-sub-managed-1,31,28,0
toolbox-1-sub-managed-1,32,27,0
toolbox-1-sub-managed-1,33,26,0
toolbox-1-sub-managed-1,34,25,0
toolbox-1-sub-managed-1,35,24,0
toolbox-1-sub-managed-1,36,23,0
toolbox-1-sub-managed-1,37,22,0
toolbox-1-sub-managed-1,38,21,0
toolbox-1-sub-managed-1,39,20,0
toolbox-1-sub-managed-1,40,19,0
toolbox-1-sub-managed-1,41,18,0
toolbox-1-sub-managed-1,42,17,0
toolbox-1-sub-managed-1,43,16,0
toolbox-1-sub-managed-1,44,15,0
toolbox-1-sub-managed-1,45,14,0
toolbox-1-sub-managed-1,46,13,0
toolbox-1-sub-managed-1,47,12,0
toolbox-1-sub-managed-1,48,11,0
toolbox-1-sub-managed-1,49,10,0
toolbox-1-sub-managed-1,50,9,0
toolbox-1-sub-managed-1,51,8,0
toolbox-1-sub-managed-1,52,7,0
toolbox-1-sub-managed-1,53,6,0
toolbox-1-sub-managed-1,54,5,0
toolbox-1-sub-managed-1,55,4,0
toolbox-1-sub-managed-1,56,3,0
toolbox-1-sub-managed-1,57,2,0
toolbox-1-sub-managed-1,58,1,0
toolbox-1-sub-managed-1,59,0,0
toolbox-1-sub-managed-2,0,59,2
toolbox-1-sub-managed-2,1,58,0
toolbox-1-sub-managed-2,2,57,0
toolbox-1-sub-managed-2,3,56,0
toolbox-1-sub-managed-2,4,55,0
toolbox-1-sub-managed-2,5,54,0
toolbox-1-sub-managed-2,6,53,0
toolbox-1-sub-managed-2,7,52,0
toolbox-1-sub-managed-2,8,51,0
toolbox-1-sub-managed-2,9,50,0
toolbox-1-sub-managed-2,10,49,0
toolbox-1-sub-managed-2,11,48,0
toolbox-1-sub-managed-2,12,47,0
toolbox-1-sub-managed-2,13,46,0
toolbox-1-sub-managed-2,14,45,0
toolbox-1-sub-managed-2,15,44,0
toolbox-1-sub-managed-2,16,43,0
toolbox-1-sub-managed-2,17,42,0
toolbox-1-sub-managed-2,18,41,0
toolbox-1-sub-managed-2,19,40,0
toolbox-1-sub-managed-2,20,39,0
toolbox-1-sub-managed-2,21,38,0
toolbox-1-sub-managed-2,22,37,0
toolbox-1-sub-managed-2,23,36,0
toolbox-1-sub-managed-2,24,35,0
toolbox-1-sub-managed-2,25,34,0
toolbox-1-sub-managed-2,26,33,0
toolbox-1-sub-managed-2,27,32,0
toolbox-1-sub-managed-2,28,31,0
toolbox-1-sub-managed-2,29,30,0
toolbox-1-sub-managed-2,30,29,0
toolbox-1-sub-managed-2,31,28,0
toolbox-1-sub-managed-2,32,27,0
toolbox-1-sub-managed-2,33,26,0
toolbox-1-sub-managed-2,34,25,0
toolbox-1-sub-managed-2,35,24,0
toolbox-1-sub-managed-2,36,23,0
toolbox-1-sub-managed-2,37,22,0
toolbox-1-sub-managed-2,38,21,0
toolbox-1-sub-managed-2,39,20,0
toolbox-1-sub-managed-2,40,19,0
toolbox-1-sub-managed-2,41,18,0
toolbox-1-sub-managed-2,42,17,0
toolbox-1-sub-managed-2,43,16,0
toolbox-1-sub-managed-2,44,15,0
toolbox-1-sub-managed-2,45,14,0
toolbox-1-sub-managed-2,46,13,0
toolbox-1-sub-managed-2,47,12,0
toolbox-1-sub-managed-2,48,11,0
toolbox-1-sub-managed-2,49,10,0
toolbox-1-sub-managed-2,50,9,0
toolbox-1-sub-managed-2,51,8,0
toolbox-1-sub-managed-2,52,7,0
toolbox-1-sub-managed-2,53,6,2
toolbox-1-sub-managed-2,54,5,0
toolbox-1-sub-managed-2,55,4,0
toolbox-1-sub-managed-2,56,3,0
toolbox-1-sub-managed-2,57,2,0
toolbox-1-sub-managed-2,58,1,0
toolbox-1-sub-managed-2,59,0,0
