timestamp,iso8601,app,plane,cluster,cpu_cores,memory_bytes
1756205772,"2025-08-26T10:56:12Z","l2sm","managed","l2sm-managed-1",0.056954114759076864,959929344
1756205772,"2025-08-26T10:56:12Z","l2sm","managed","l2sm-managed-2",0.053827547226486236,906595328
1756205772,"2025-08-26T10:56:12Z","submariner","control","sub-control",0.0023043449331284706,60297216
1756205772,"2025-08-26T10:56:12Z","submariner","managed","sub-managed-1",0.05898529881178799,380676710.4
1756205772,"2025-08-26T10:56:12Z","submariner","managed","sub-managed-2",0.051600623396357966,380664832
1756206204,"2025-08-26T11:03:24Z","l2sm","control","l2sm-control",0.022897766287939526,850332672
1756206204,"2025-08-26T11:03:24Z","submariner","control","sub-control",0.0025087142605015296,60412928
1756206636,"2025-08-26T11:10:36Z","l2sm","control","l2sm-control",0.0230575784177272,850438144
1756206636,"2025-08-26T11:10:36Z","l2sm","managed","l2sm-managed-1",0.05415239117132168,960113664
1756206636,"2025-08-26T11:10:36Z","l2sm","managed","l2sm-managed-2",0.057666562002803706,906547200
1756206636,"2025-08-26T11:10:36Z","submariner","control","sub-control",0.0024804346398791407,60435114.666666664
1756206636,"2025-08-26T11:10:36Z","submariner","managed","sub-managed-1",0.06006769316560307,380004352
1756206636,"2025-08-26T11:10:36Z","submariner","managed","sub-managed-2",0.05912021508937293,381156352
1756207068,"2025-08-26T11:17:48Z","l2sm","control","l2sm-control",0.024648481298077042,850490368
1756207068,"2025-08-26T11:17:48Z","submariner","control","sub-control",0.002677096398493733,60314624
1756207500,"2025-08-26T11:25:00Z","l2sm","control","l2sm-control",0.023217748529814914,844156928
1756207500,"2025-08-26T11:25:00Z","l2sm","managed","l2sm-managed-1",0.05572582456324384,959636480
1756207500,"2025-08-26T11:25:00Z","l2sm","managed","l2sm-managed-2",0.054443052897865454,906269696
1756207500,"2025-08-26T11:25:00Z","submariner","control","sub-control",0.00242044577702407,60346368
1756207500,"2025-08-26T11:25:00Z","submariner","managed","sub-managed-1",0.06281324184923992,380186624
1756207500,"2025-08-26T11:25:00Z","submariner","managed","sub-managed-2",0.060043275622679484,379819008
1756207932,"2025-08-26T11:32:12Z","l2sm","control","l2sm-control",0.024012843653778336,850172928
1756207932,"2025-08-26T11:32:12Z","submariner","control","sub-control",0.002174369747900107,60346368
1756208364,"2025-08-26T11:39:24Z","l2sm","control","l2sm-control",0.024341468714220073,850287616
1756208364,"2025-08-26T11:39:24Z","l2sm","managed","l2sm-managed-1",0.05605939061335657,959982592
1756208364,"2025-08-26T11:39:24Z","l2sm","managed","l2sm-managed-2",0.05839412838477722,902784000
1756208364,"2025-08-26T11:39:24Z","submariner","control","sub-control",0.0028082708415565153,60388352
1756208364,"2025-08-26T11:39:24Z","submariner","managed","sub-managed-1",0.06043820191641253,379653120
1756208364,"2025-08-26T11:39:24Z","submariner","managed","sub-managed-2",0.05769674369853256,379644928
1756208796,"2025-08-26T11:46:36Z","l2sm","control","l2sm-control",0.025833355526552103,847173632
1756208796,"2025-08-26T11:46:36Z","submariner","control","sub-control",0.0024041944074570795,60387328
1756209228,"2025-08-26T11:53:48Z","l2sm","control","l2sm-control",0.02617359151917411,850471936
1756209228,"2025-08-26T11:53:48Z","l2sm","managed","l2sm-managed-1",0.054130240595045266,960249856
1756209228,"2025-08-26T11:53:48Z","l2sm","managed","l2sm-managed-2",0.0546803442437553,906628096
1756209228,"2025-08-26T11:53:48Z","submariner","control","sub-control",0.002835595509598451,60411904
1756209228,"2025-08-26T11:53:48Z","submariner","managed","sub-managed-1",0.0603327490936606,379999232
1756209228,"2025-08-26T11:53:48Z","submariner","managed","sub-managed-2",0.06113494293964011,380304384
1756209660,"2025-08-26T12:01:00Z","l2sm","control","l2sm-control",0.026619465363221982,850329600
1756209660,"2025-08-26T12:01:00Z","submariner","control","sub-control",0.0023183296445182778,60418048
1756210092,"2025-08-26T12:08:12Z","l2sm","control","l2sm-control",0.026285876706876023,849245184
1756210092,"2025-08-26T12:08:12Z","l2sm","managed","l2sm-managed-1",0.05784404435953382,959908864
1756210092,"2025-08-26T12:08:12Z","l2sm","managed","l2sm-managed-2",0.054061823323441734,903021909.3333333
1756210092,"2025-08-26T12:08:12Z","submariner","control","sub-control",0.0023099071003441288,60512256
1756210092,"2025-08-26T12:08:12Z","submariner","managed","sub-managed-1",0.059535447786924156,380003328
1756210092,"2025-08-26T12:08:12Z","submariner","managed","sub-managed-2",0.05923831223770699,380029542.4
1756210524,"2025-08-26T12:15:24Z","l2sm","control","l2sm-control",0.02409521749582136,850499584
1756210524,"2025-08-26T12:15:24Z","submariner","control","sub-control",0.0024087341743679255,60467200
1756210956,"2025-08-26T12:22:36Z","l2sm","control","l2sm-control",0.026102206069948893,850598912
1756210956,"2025-08-26T12:22:36Z","l2sm","managed","l2sm-managed-1",0.054906257582312525,952713216
1756210956,"2025-08-26T12:22:36Z","l2sm","managed","l2sm-managed-2",0.05726851147971468,906844160
1756210956,"2025-08-26T12:22:36Z","submariner","control","sub-control",0.002267478929210356,60522496
1756210956,"2025-08-26T12:22:36Z","submariner","managed","sub-managed-1",0.060343657750025405,380804096
1756210956,"2025-08-26T12:22:36Z","submariner","managed","sub-managed-2",0.0602663839300324,380562432
1756211388,"2025-08-26T12:29:48Z","l2sm","control","l2sm-control",0.02782438262187577,850571264
1756211388,"2025-08-26T12:29:48Z","submariner","control","sub-control",0.0028476884244094816,60407808
1756211820,"2025-08-26T12:37:00Z","l2sm","control","l2sm-control",0.028760138777610633,850742272
1756211820,"2025-08-26T12:37:00Z","l2sm","managed","l2sm-managed-1",0.05457808303200141,952695808
1756211820,"2025-08-26T12:37:00Z","l2sm","managed","l2sm-managed-2",0.055347369434626474,907068416
1756211820,"2025-08-26T12:37:00Z","submariner","control","sub-control",0.0026719698970158415,60410880
1756211820,"2025-08-26T12:37:00Z","submariner","managed","sub-managed-1",0.06127012994274578,380414976
1756211820,"2025-08-26T12:37:00Z","submariner","managed","sub-managed-2",0.0591017956102279,380559360
1756212252,"2025-08-26T12:44:12Z","l2sm","control","l2sm-control",0.0259111345452447,850816614.4
1756212252,"2025-08-26T12:44:12Z","submariner","control","sub-control",0.002354086549087361,60408832
1756212684,"2025-08-26T12:51:24Z","l2sm","control","l2sm-control",0.02412176173532793,849223680
1756212684,"2025-08-26T12:51:24Z","l2sm","managed","l2sm-managed-1",0.054986626540809935,960226304
1756212684,"2025-08-26T12:51:24Z","l2sm","managed","l2sm-managed-2",0.05472979845126445,906661888
1756212684,"2025-08-26T12:51:24Z","submariner","control","sub-control",0.002549088555710956,60441600
1756212684,"2025-08-26T12:51:24Z","submariner","managed","sub-managed-1",0.06252896904819905,380143616
1756212684,"2025-08-26T12:51:24Z","submariner","managed","sub-managed-2",0.05740805026295495,380240896
1756213116,"2025-08-26T12:58:36Z","l2sm","control","l2sm-control",0.027580958191029157,850616320
1756213116,"2025-08-26T12:58:36Z","submariner","control","sub-control",0.002259247406009603,60442214.4
1756213548,"2025-08-26T13:05:48Z","l2sm","control","l2sm-control",0.02366092637658645,844569600
1756213548,"2025-08-26T13:05:48Z","l2sm","managed","l2sm-managed-1",0.05889514463293973,960534528
1756213548,"2025-08-26T13:05:48Z","l2sm","managed","l2sm-managed-2",0.0558155197451172,902956032
1756213548,"2025-08-26T13:05:48Z","submariner","control","sub-control",0.0028055735724982476,60440576
1756213548,"2025-08-26T13:05:48Z","submariner","managed","sub-managed-1",0.06062244470647259,379770880
1756213548,"2025-08-26T13:05:48Z","submariner","managed","sub-managed-2",0.056348232440893556,379959296
1756213980,"2025-08-26T13:13:00Z","l2sm","control","l2sm-control",0.024026316294972663,850818048
1756213980,"2025-08-26T13:13:00Z","submariner","control","sub-control",0.002482180103382811,60441600
1756214412,"2025-08-26T13:20:12Z","l2sm","control","l2sm-control",0.024565218913136032,850888089.6
1756214412,"2025-08-26T13:20:12Z","l2sm","managed","l2sm-managed-1",0.05341403341472671,960496640
1756214412,"2025-08-26T13:20:12Z","l2sm","managed","l2sm-managed-2",0.0550308700515037,906909900.8
1756214412,"2025-08-26T13:20:12Z","submariner","control","sub-control",0.0025872331874611898,60442624
1756214412,"2025-08-26T13:20:12Z","submariner","managed","sub-managed-1",0.05981982945745463,380216320
1756214412,"2025-08-26T13:20:12Z","submariner","managed","sub-managed-2",0.0587766363482034,381023027.2
1756214844,"2025-08-26T13:27:24Z","l2sm","control","l2sm-control",0.02589824680803819,851001344
1756214844,"2025-08-26T13:27:24Z","submariner","control","sub-control",0.002734095988316611,60309504
1756215276,"2025-08-26T13:34:36Z","l2sm","control","l2sm-control",0.02512295575280961,851184640
1756215276,"2025-08-26T13:34:36Z","l2sm","managed","l2sm-managed-1",0.05534822001480324,952819712
1756215276,"2025-08-26T13:34:36Z","l2sm","managed","l2sm-managed-2",0.05544862235162435,906997760
1756215276,"2025-08-26T13:34:36Z","submariner","control","sub-control",0.0024706916229163215,60342272
1756215276,"2025-08-26T13:34:36Z","submariner","managed","sub-managed-1",0.061040792844306836,380023808
1756215276,"2025-08-26T13:34:36Z","submariner","managed","sub-managed-2",0.06030170639814662,380646400
1756215708,"2025-08-26T13:41:48Z","l2sm","control","l2sm-control",0.02391280397863225,851248128
1756215708,"2025-08-26T13:41:48Z","submariner","control","sub-control",0.002669595180502821,60343296
1756216140,"2025-08-26T13:49:00Z","l2sm","control","l2sm-control",0.025117509013842503,851274752
1756216140,"2025-08-26T13:49:00Z","l2sm","managed","l2sm-managed-1",0.05758193539501893,960984064
1756216140,"2025-08-26T13:49:00Z","l2sm","managed","l2sm-managed-2",0.055249657882223635,903207936
1756216140,"2025-08-26T13:49:00Z","submariner","control","sub-control",0.0024234242389951075,60399616
1756216140,"2025-08-26T13:49:00Z","submariner","managed","sub-managed-1",0.06231124738224743,379402240
1756216140,"2025-08-26T13:49:00Z","submariner","managed","sub-managed-2",0.057823464007636625,380290048
1756216572,"2025-08-26T13:56:12Z","l2sm","control","l2sm-control",0.02286530984675808,848028672
1756216572,"2025-08-26T13:56:12Z","submariner","control","sub-control",0.002515303460011284,60403712
1756217004,"2025-08-26T14:03:24Z","l2sm","control","l2sm-control",0.024515657250047587,851110912
1756217004,"2025-08-26T14:03:24Z","l2sm","managed","l2sm-managed-1",0.05546839596299093,960992529.0666666
1756217004,"2025-08-26T14:03:24Z","l2sm","managed","l2sm-managed-2",0.05524725428848963,907700224
1756217004,"2025-08-26T14:03:24Z","submariner","control","sub-control",0.0025354859894917386,60403712
1756217004,"2025-08-26T14:03:24Z","submariner","managed","sub-managed-1",0.06307413703558142,379537408
1756217004,"2025-08-26T14:03:24Z","submariner","managed","sub-managed-2",0.058006364244217914,380532531.2
1756217436,"2025-08-26T14:10:36Z","l2sm","control","l2sm-control",0.0243742036642845,850917376
1756217436,"2025-08-26T14:10:36Z","submariner","control","sub-control",0.0023871499176269808,60407808
1756217868,"2025-08-26T14:17:48Z","l2sm","control","l2sm-control",0.02370337406493164,851128320
1756217868,"2025-08-26T14:17:48Z","l2sm","managed","l2sm-managed-1",0.05574674326017321,952909824
1756217868,"2025-08-26T14:17:48Z","l2sm","managed","l2sm-managed-2",0.057653031790506785,907371178.6666666
1756217868,"2025-08-26T14:17:48Z","submariner","control","sub-control",0.002716480352684228,60407808
1756217868,"2025-08-26T14:17:48Z","submariner","managed","sub-managed-1",0.06038432198259333,380752896
1756217868,"2025-08-26T14:17:48Z","submariner","managed","sub-managed-2",0.05910249984079202,380342272
1756218300,"2025-08-26T14:25:00Z","l2sm","control","l2sm-control",0.0238235429802512,850893824
1756218300,"2025-08-26T14:25:00Z","submariner","control","sub-control",0.0024670581431566483,60418048
1756218732,"2025-08-26T14:32:12Z","l2sm","control","l2sm-control",0.02601361260943879,844499626.6666666
1756218732,"2025-08-26T14:32:12Z","l2sm","managed","l2sm-managed-1",0.05683023674569485,961201152
1756218732,"2025-08-26T14:32:12Z","l2sm","managed","l2sm-managed-2",0.05629062881866503,907499520
1756218732,"2025-08-26T14:32:12Z","submariner","control","sub-control",0.0027038748432240112,60449792
1756218732,"2025-08-26T14:32:12Z","submariner","managed","sub-managed-1",0.06036673412222036,380804778.6666667
1756218732,"2025-08-26T14:32:12Z","submariner","managed","sub-managed-2",0.05714477741046233,380767914.6666667
