app,N,mean,std,median,iqr,min,max,p5,p95,mad1,CV,RCV
l2sces,203,0.0395043522106263,0.0160954053341667,0.0517299972823851,0.0314583485917545,0.0205034059819976,0.0844744055041974,0.0218073904113103,0.0570616544138394,0.0229698585047745,0.407433723969208,0.608125850462137
submariner,203,0.0295237938494285,0.0272057636509689,0.0463302141937314,0.0563011306521919,0.00200173528947763,0.0631208493801302,0.00221068450504036,0.0615731111680603,0.0167906351863988,0.921486032239569,1.21521412391419
