n,mean_ms,std_ms,median_ms,p90_ms,p95_ms,p99_ms,min_ms,max_ms,iqr_ms,mad_ms,median_error_bound_ms
74,143.702702702703,283.792454055594,10,692.2,874.8,945.28,-7,946,29,8.5,2
