StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<30;ResponseTimeRepartition1_<40;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_>=200;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:32:56.720070	1765855976.720070;2025-12-16	03:32:57.720387	1765855977.720387;00:00:01;00:02:17;1000;975;975.879;0;0;975;133915;133915;6;972;133909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;133915;0;0;0;0;0;0;0;0;;133760;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:32:57.720462	1765855977.720462;2025-12-16	03:32:58.721278	1765855978.721278;00:00:01;00:02:18;1000;969;975.822;0;0;969;134884;134884;6;969;134878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;134884;0;0;0;0;0;0;0;0;;134729;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:32:58.721356	1765855978.721356;2025-12-16	03:32:59.723119	1765855979.723119;00:00:01;00:02:19;1000;975.025;975.816;0;0;976;135860;135860;3;979;135857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;135860;0;0;0;0;0;0;0;0;;135708;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:32:59.723245	1765855979.723245;2025-12-16	03:33:00.725098	1765855980.725098;00:00:01;00:02:20;1000;975.025;975.804;0;0;976;136836;136836;3;976;136833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;136836;0;0;0;0;0;0;0;0;;136684;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:00.725227	1765855980.725227;2025-12-16	03:33:01.725809	1765855981.725809;00:00:01;00:02:21;1000;967;975.735;0;0;967;137803;137803;7;963;137796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;137800;0;0;0;0;0;0;0;0;;137647;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:01.725899	1765855981.725899;2025-12-16	03:33:02.726344	1765855982.726344;00:00:01;00:02:22;1000;965;975.652;0;0;965;138768;138768;4;968;138764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;138768;0;0;0;0;0;0;0;0;;138615;149;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:02.726427	1765855982.726427;2025-12-16	03:33:03.728409	1765855983.728409;00:00:01;00:02:23;1000;967.033;975.585;0;0;968;139736;139736;8;964;139728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;139734;0;0;0;0;0;0;0;0;;139577;151;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:03.728491	1765855983.728491;2025-12-16	03:33:04.731264	1765855984.731264;00:00:01;00:02:24;1000;977.046;975.589;0;0;979;140715;140715;3;984;140712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;140715;0;0;0;0;0;0;0;0;;140560;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:04.731342	1765855984.731342;2025-12-16	03:33:05.732946	1765855985.732946;00:00:01;00:02:25;1000;976.024;975.592;0;0;977;141692;141692;2;978;141690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;141692;0;0;0;0;0;0;0;0;;141538;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:05.733050	1765855985.733050;2025-12-16	03:33:06.733349	1765855986.733349;00:00:01;00:02:26;1000;987;975.663;0;0;987;142679;142679;4;985;142675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;142679;0;0;0;0;0;0;0;0;;142523;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:06.733422	1765855986.733422;2025-12-16	03:33:07.736205	1765855987.736205;00:00:01;00:02:27;1000;975.05;975.652;0;0;977;143656;143656;3;978;143653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;143656;0;0;0;0;0;0;0;0;;143501;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:07.736319	1765855987.736319;2025-12-16	03:33:08.737378	1765855988.737378;00:00:01;00:02:28;1000;976.024;975.655;0;0;977;144633;144633;4;976;144629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;144633;0;0;0;0;0;0;0;0;;144477;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:08.737469	1765855988.737469;2025-12-16	03:33:09.740102	1765855989.740102;00:00:01;00:02:29;1000;964.072;975.577;0;0;966;145599;145599;2;968;145597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;145599;0;0;0;0;0;0;0;0;;145445;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:09.740229	1765855989.740229;2025-12-16	03:33:10.742100	1765855990.742100;00:00:01;00:02:30;1000;976.024;975.573;0;0;977;146576;146576;3;976;146573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;146576;0;0;0;0;0;0;0;0;;146421;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:10.742194	1765855990.742194;2025-12-16	03:33:11.742245	1765855991.742245;00:00:01;00:02:31;1000;979;975.59;0;0;979;147555;147555;3;979;147552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;147555;0;0;0;0;0;0;0;0;;147400;152;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:11.742345	1765855991.742345;2025-12-16	03:33:12.743321	1765855992.743321;00:00:01;00:02:32;1000;975;975.579;0;0;975;148530;148530;5;973;148525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;148530;0;0;0;0;0;0;0;0;;148372;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:12.743396	1765855992.743396;2025-12-16	03:33:13.746060	1765855993.746060;00:00:01;00:02:33;1000;961.078;975.484;0;0;963;149493;149493;3;965;149490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;149493;0;0;0;0;0;0;0;0;;149337;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:13.746255	1765855993.746255;2025-12-16	03:33:14.746252	1765855994.746252;00:00:00;00:02:34;1000;977.978;975.488;0;0;977;150470;150470;3;977;150467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;150470;0;0;0;0;0;0;0;0;;150314;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:14.746321	1765855994.746321;2025-12-16	03:33:15.748081	1765855995.748081;00:00:01;00:02:35;1000;970.03;975.453;0;0;971;151441;151441;3;971;151438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;151441;0;0;0;0;0;0;0;0;;151285;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:15.748195	1765855995.748195;2025-12-16	03:33:16.748770	1765855996.748770;00:00:01;00:02:36;1000;974;975.437;0;0;974;152415;152415;3;974;152412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;152415;0;0;0;0;0;0;0;0;;152259;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:16.748901	1765855996.748901;2025-12-16	03:33:17.750388	1765855997.750388;00:00:01;00:02:37;1000;980.02;975.46;0;0;981;153396;153396;4;980;153392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;153396;0;0;0;0;0;0;0;0;;153239;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:17.750466	1765855997.750466;2025-12-16	03:33:18.753168	1765855998.753168;00:00:01;00:02:38;1000;969.062;975.42;0;0;971;154367;154367;2;973;154365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;154367;0;0;0;0;0;0;0;0;;154212;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:18.753292	1765855998.753292;2025-12-16	03:33:19.755023	1765855999.755023;00:00:01;00:02:39;1000;984.016;975.468;0;0;985;155352;155352;3;984;155349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;155352;0;0;0;0;0;0;0;0;;155196;153;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:19.755113	1765855999.755113;2025-12-16	03:33:20.757150	1765856000.757150;00:00:01;00:02:40;1000;978.044;975.484;0;0;980;156332;156332;3;980;156329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;156332;0;0;0;0;0;0;0;0;;156160;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:20.757233	1765856000.757233;2025-12-16	03:33:21.757336	1765856001.757336;00:00:01;00:02:41;1000;971;975.45;0;0;971;157303;157303;6;968;157297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;157302;0;0;0;0;0;0;0;0;;157128;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:21.757408	1765856001.757408;2025-12-16	03:33:22.758291	1765856002.758291;00:00:01;00:02:42;1000;981;975.478;0;0;981;158284;158284;4;983;158280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;158284;0;0;0;0;0;0;0;0;;158111;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:22.758365	1765856002.758365;2025-12-16	03:33:23.761294	1765856003.761294;00:00:01;00:02:43;1000;964.072;975.402;0;0;966;159250;159250;3;967;159247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;159250;0;0;0;0;0;0;0;0;;159078;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:23.761404	1765856003.761404;2025-12-16	03:33:24.762739	1765856004.762739;00:00:01;00:02:44;1000;974.026;975.394;0;0;975;160225;160225;5;973;160220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;160222;0;0;0;0;0;0;0;0;;160051;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:24.762863	1765856004.762863;2025-12-16	03:33:25.764259	1765856005.764259;00:00:01;00:02:45;1000;966.034;975.331;0;0;967;161192;161192;4;968;161188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;161192;0;0;0;0;0;0;0;0;;161019;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:25.764363	1765856005.764363;2025-12-16	03:33:26.765359	1765856006.765359;00:00:01;00:02:46;1000;973;975.311;0;0;973;162165;162165;5;972;162160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;162165;0;0;0;0;0;0;0;0;;161991;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:26.765433	1765856006.765433;2025-12-16	03:33:26.958092	1765856006.958092;00:00:00;00:02:46;1000;734.375;975.033;0;0;141;162306;162306;0;146;162306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;162306;0;0;0;0;0;0;0;0;;162137;169;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:33:26.958189	1765856006.958189;2025-12-16	03:33:26.959517	1765856006.959517;00:00:00;00:02:46;1000;0;975.022;0;0;0;162306;162306;0;0;162306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:000000;00:00:00:001000;;162306;0;0;0;0;0;0;0;0;;162137;169;0;0;0;0;0;0;

