StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<20;ResponseTimeRepartition1_<30;ResponseTimeRepartition1_<40;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_>=200;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:40.498415	1765855840.498415;00:00:00;00:00:00;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:40.498776	1765855840.498776;2025-12-16	03:30:41.501459	1765855841.501459;00:00:01;00:00:01;1000;964.072;960.239;0;0;966;966;966;5;961;961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;966;0;0;0;0;0;0;0;0;;933;28;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:41.501532	1765855841.501532;2025-12-16	03:30:42.503255	1765855842.503255;00:00:01;00:00:02;1000;982.018;970.618;0;0;983;1949;1949;6;982;1943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;1948;0;0;0;0;0;0;0;0;;1915;28;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:42.503338	1765855842.503338;2025-12-16	03:30:43.504337	1765855843.504337;00:00:01;00:00:03;1000;980;973.413;0;0;980;2929;2929;4;982;2925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;2929;0;0;0;0;0;0;0;0;;2897;28;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:43.504407	1765855843.504407;2025-12-16	03:30:44.505346	1765855844.505346;00:00:01;00:00:04;1000;985;976.06;0;0;985;3914;3914;6;983;3908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;3911;0;0;0;0;0;0;0;0;;3869;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:44.505457	1765855844.505457;2025-12-16	03:30:45.507746	1765855845.507746;00:00:01;00:00:05;1000;963.074;973.464;0;0;965;4879;4879;3;968;4876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;4879;0;0;0;0;0;0;0;0;;4837;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:45.507848	1765855845.507848;2025-12-16	03:30:46.510277	1765855846.510277;00:00:01;00:00:06;1000;981.038;974.564;0;0;983;5862;5862;2;984;5860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;5862;0;0;0;0;0;0;0;0;;5821;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:46.510362	1765855846.510362;2025-12-16	03:30:47.511250	1765855847.511250;00:00:01;00:00:07;1000;977;974.772;0;0;977;6839;6839;2;977;6837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:003000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;6839;0;0;0;0;0;0;0;0;;6798;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:47.511338	1765855847.511338;2025-12-16	03:30:48.512550	1765855848.512550;00:00:01;00:00:08;1000;979.021;975.302;0;0;980;7819;7819;5;977;7814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;7816;0;0;0;0;0;0;0;0;;7775;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:48.512633	1765855848.512633;2025-12-16	03:30:49.515248	1765855849.515248;00:00:01;00:00:09;1000;976.048;975.277;0;0;978;8797;8797;3;980;8794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;8797;0;0;0;0;0;0;0;0;;8755;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:49.515344	1765855849.515344;2025-12-16	03:30:50.517333	1765855850.517333;00:00:01;00:00:10;1000;971.029;974.756;0;0;972;9769;9769;4;971;9765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;9769;0;0;0;0;0;0;0;0;;9726;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:50.517411	1765855850.517411;2025-12-16	03:30:51.518331	1765855851.518331;00:00:01;00:00:11;1000;962;973.51;0;0;962;10731;10731;5;961;10726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;10730;0;0;0;0;0;0;0;0;;10687;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:51.518407	1765855851.518407;2025-12-16	03:30:52.521237	1765855852.521237;00:00:01;00:00:12;1000;967.066;972.892;0;0;969;11700;11700;2;972;11698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;11700;0;0;0;0;0;0;0;0;;11659;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:52.521402	1765855852.521402;2025-12-16	03:30:53.522315	1765855853.522315;00:00:01;00:00:13;1000;984;973.67;0;0;984;12684;12684;3;983;12681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;12684;0;0;0;0;0;0;0;0;;12642;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:53.522408	1765855853.522408;2025-12-16	03:30:54.524210	1765855854.524210;00:00:01;00:00:14;1000;978.022;973.911;0;0;979;13663;13663;3;979;13660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;13663;0;0;0;0;0;0;0;0;;13621;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:54.524318	1765855854.524318;2025-12-16	03:30:55.524378	1765855855.524378;00:00:01;00:00:15;1000;983;974.516;0;0;983;14646;14646;4;982;14642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;14646;0;0;0;0;0;0;0;0;;14603;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:55.524446	1765855855.524446;2025-12-16	03:30:56.526313	1765855856.526313;00:00:01;00:00:16;1000;981.019;974.861;0;0;982;15628;15628;5;981;15623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;15627;0;0;0;0;0;0;0;0;;15584;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:56.526383	1765855856.526383;2025-12-16	03:30:57.529009	1765855857.529009;00:00:01;00:00:17;1000;963.074;974.168;0;0;965;16593;16593;3;967;16590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;16593;0;0;0;0;0;0;0;0;;16551;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:57.529133	1765855857.529133;2025-12-16	03:30:58.531038	1765855858.531038;00:00:01;00:00:18;1000;977.023;974.272;0;0;978;17571;17571;3;978;17568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;17571;0;0;0;0;0;0;0;0;;17529;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:58.531144	1765855858.531144;2025-12-16	03:30:59.531404	1765855859.531404;00:00:01;00:00:19;1000;977;974.364;0;0;977;18548;18548;5;975;18543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;18548;0;0;0;0;0;0;0;0;;18504;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:30:59.531474	1765855859.531474;2025-12-16	03:31:00.532375	1765855860.532375;00:00:01;00:00:20;1000;975;974.347;0;0;975;19523;19523;6;974;19517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;19520;0;0;0;0;0;0;0;0;;19478;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:00.532453	1765855860.532453;2025-12-16	03:31:01.534189	1765855861.534189;00:00:01;00:00:21;1000;969.031;974.048;0;0;970;20493;20493;2;974;20491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;20493;0;0;0;0;0;0;0;0;;20452;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:01.534331	1765855861.534331;2025-12-16	03:31:02.536378	1765855862.536378;00:00:01;00:00:22;1000;977.046;974.184;0;0;979;21472;21472;4;977;21468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;21472;0;0;0;0;0;0;0;0;;21429;39;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:02.536495	1765855862.536495;2025-12-16	03:31:03.538938	1765855863.538938;00:00:01;00:00:23;1000;987.026;974.743;0;0;989;22461;22461;3;990;22458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;22461;0;0;0;0;0;0;0;0;;22414;44;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:03.539042	1765855863.539042;2025-12-16	03:31:04.539304	1765855864.539304;00:00:01;00:00:24;1000;971;974.547;0;0;971;23432;23432;5;969;23427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;23431;0;0;0;0;0;0;0;0;;23383;44;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:04.539378	1765855864.539378;2025-12-16	03:31:05.540756	1765855865.540756;00:00:01;00:00:25;1000;983.017;974.885;0;0;984;24416;24416;3;986;24413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;24416;0;0;0;0;0;0;0;0;;24364;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:05.540840	1765855865.540840;2025-12-16	03:31:06.541751	1765855866.541751;00:00:01;00:00:26;1000;986;975.275;0;0;986;25402;25402;5;984;25397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;25400;0;0;0;0;0;0;0;0;;25348;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:06.541832	1765855866.541832;2025-12-16	03:31:07.543385	1765855867.543385;00:00:01;00:00:27;1000;977.023;975.303;0;0;978;26380;26380;5;978;26375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;26380;0;0;0;0;0;0;0;0;;26326;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:07.543473	1765855867.543473;2025-12-16	03:31:08.545844	1765855868.545844;00:00:01;00:00:28;1000;969.062;975.08;0;0;971;27351;27351;3;973;27348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;27351;0;0;0;0;0;0;0;0;;27299;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:08.545972	1765855868.545972;2025-12-16	03:31:09.547365	1765855869.547365;00:00:01;00:00:29;1000;971.029;974.907;0;0;972;28323;28323;4;971;28319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;28323;0;0;0;0;0;0;0;0;;28270;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:09.547472	1765855869.547472;2025-12-16	03:31:10.548412	1765855870.548412;00:00:01;00:00:30;1000;973;974.811;0;0;973;29296;29296;5;972;29291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;29296;0;0;0;0;0;0;0;0;;29242;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:10.548488	1765855870.548488;2025-12-16	03:31:11.550475	1765855871.550475;00:00:01;00:00:31;1000;972.028;974.69;0;0;973;30269;30269;2;976;30267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;30269;0;0;0;0;0;0;0;0;;30218;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:11.550602	1765855871.550602;2025-12-16	03:31:12.552048	1765855872.552048;00:00:01;00:00:32;1000;975.025;974.701;0;0;976;31245;31245;2;976;31243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;31245;0;0;0;0;0;0;0;0;;31194;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:12.552160	1765855872.552160;2025-12-16	03:31:13.553890	1765855873.553890;00:00:01;00:00:33;1000;977.023;974.741;0;0;978;32223;32223;3;977;32220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;32223;0;0;0;0;0;0;0;0;;32171;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:13.554036	1765855873.554036;2025-12-16	03:31:14.554488	1765855874.554488;00:00:01;00:00:34;1000;983;974.955;0;0;983;33206;33206;7;979;33199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;33205;0;0;0;0;0;0;0;0;;33150;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:14.554587	1765855874.554587;2025-12-16	03:31:15.555298	1765855875.555298;00:00:01;00:00:35;1000;992;975.414;0;0;992;34198;34198;5;994;34193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;34198;0;0;0;0;0;0;0;0;;34144;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:15.555376	1765855875.555376;2025-12-16	03:31:16.557279	1765855876.557279;00:00:01;00:00:36;1000;970.03;975.237;0;0;971;35169;35169;3;973;35166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;35169;0;0;0;0;0;0;0;0;;35117;49;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:16.557383	1765855876.557383;2025-12-16	03:31:17.558318	1765855877.558318;00:00:01;00:00:37;1000;976;975.231;0;0;976;36145;36145;2;977;36143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;36145;0;0;0;0;0;0;0;0;;36093;50;0;0;0;0;0;0;
2025-12-16	03:30:40.495186	1765855840.495186;2025-12-16	03:31:17.558420	1765855877.558420;2025-12-16	03:31:18.559529	1765855878.559529;00:00:01;00:00:38;1000;964.036;974.937;0;0;965;37110;37110;4;963;37106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:001000;00:00:00:000000;00:00:00:000000;00:00:00:004000;00:00:00:004000;00:00:00:001000;00:00:00:001000;;37110;0;0;0;0;0;0;0;0;;37056;50;0;0;0;0;0;0;
